Goal, Target, Indicator, SeriesCode, SeriesDescription, GeoAreaCode, GeoAreaName, TimePeriod, Value, Time_Detail,  UpperBound, LowerBound, BasePeriod, Source, FootNote, Nature, Units,[Reporting Type]
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","484","Mexico","2010","4.2","2010","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","484","Mexico","2012","3.4","2012","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","484","Mexico","2014","4.1","2014","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","484","Mexico","2016","2.5","2016","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","485","Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)","2002","3.2","2002","","","","World Development Indicators database, World Bank","","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","485","Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)","2005","3.3","2005","","","","World Development Indicators database, World Bank","","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","485","Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)","2008","2.4","2008","","","","World Development Indicators database, World Bank","","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","485","Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)","2010","2.3","2010","","","","World Development Indicators database, World Bank","","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","485","Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)","2011","3.2","2011","","","","World Development Indicators database, World Bank","","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","485","Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)","2012","3.6","2012","","","","World Development Indicators database, World Bank","","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","485","Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)","2013","3.8","2013","","","","World Development Indicators database, World Bank","","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","485","Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)","2015","7.4","2015","","","","World Development Indicators database, World Bank","","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","496","Mongolia","2002","9.7","2002","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","496","Mongolia","2007","1.3","2007","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","496","Mongolia","2010","0.8","2010","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","496","Mongolia","2011","0.6","2011","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","496","Mongolia","2012","0.4","2012","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","496","Mongolia","2014","0.2","2014","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","496","Mongolia","2016","0.6","2016","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","498","Republic of Moldova","2000","35.7","2000","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","498","Republic of Moldova","2001","27.2","2001","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","498","Republic of Moldova","2002","16.3","2002","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","498","Republic of Moldova","2003","7.5","2003","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","498","Republic of Moldova","2004","8.6","2004","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","498","Republic of Moldova","2005","13.9","2005","","","","World Development Indicators database, World Bank","Estimated from grouped consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","498","Republic of Moldova","2006","2.4","2006","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","498","Republic of Moldova","2007","1.1","2007","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","498","Republic of Moldova","2008","1.3","2008","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","498","Republic of Moldova","2009","1","2009","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","498","Republic of Moldova","2010","0.5","2010","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","498","Republic of Moldova","2011","0.3","2011","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","498","Republic of Moldova","2012","0.3","2012","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","498","Republic of Moldova","2013","0.1","2013","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","498","Republic of Moldova","2014","0","2014","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","498","Republic of Moldova","2015","0","2015","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","498","Republic of Moldova","2016","0.2","2016","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","498","Republic of Moldova","2017","0.1","2017","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","499","Montenegro","2005","0.2","2005","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","499","Montenegro","2006","0.1","2006","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","499","Montenegro","2007","0.4","2007","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","499","Montenegro","2008","0.2","2008","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","499","Montenegro","2009","0","2009","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","499","Montenegro","2010","0","2010","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","499","Montenegro","2011","0.2","2011","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","499","Montenegro","2012","1.3","2012","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","499","Montenegro","2013","1","2013","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","499","Montenegro","2014","0","2014","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","504","Morocco","2000","6.3","2000","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","504","Morocco","2006","3.1","2006","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","504","Morocco","2013","1","2013","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","508","Mozambique","2002","81","2002","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","508","Mozambique","2008","69.1","2008","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","508","Mozambique","2014","62.4","2014","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","513","Europe and Northern America","2002","0.8","2002","","","","World Development Indicators database, World Bank","","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","513","Europe and Northern America","2005","0.6","2005","","","","World Development Indicators database, World Bank","","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","513","Europe and Northern America","2008","0.4","2008","","","","World Development Indicators database, World Bank","","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","513","Europe and Northern America","2010","0.5","2010","","","","World Development Indicators database, World Bank","","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","513","Europe and Northern America","2011","0.5","2011","","","","World Development Indicators database, World Bank","","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","513","Europe and Northern America","2012","0.5","2012","","","","World Development Indicators database, World Bank","","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","513","Europe and Northern America","2013","0.5","2013","","","","World Development Indicators database, World Bank","","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","513","Europe and Northern America","2015","0.7","2015","","","","World Development Indicators database, World Bank","","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","514","Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)","2002","0.7","2002","","","","World Development Indicators database, World Bank","","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","514","Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)","2005","0.6","2005","","","","World Development Indicators database, World Bank","","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","514","Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)","2008","0.4","2008","","","","World Development Indicators database, World Bank","","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","514","Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)","2010","0.5","2010","","","","World Development Indicators database, World Bank","","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","514","Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)","2011","0.5","2011","","","","World Development Indicators database, World Bank","","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","514","Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)","2012","0.5","2012","","","","World Development Indicators database, World Bank","","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","514","Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)","2013","0.5","2013","","","","World Development Indicators database, World Bank","","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","514","Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)","2015","0.7","2015","","","","World Development Indicators database, World Bank","","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","516","Namibia","2003","31.5","2003","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","516","Namibia","2009","22.6","2009","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","516","Namibia","2015","13.4","2015","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","518","Eastern Asia (excluding Japan)","2002","26.1","2002","","","","World Development Indicators database, World Bank","","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","518","Eastern Asia (excluding Japan)","2005","16.1","2005","","","","World Development Indicators database, World Bank","","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","518","Eastern Asia (excluding Japan)","2008","13.7","2008","","","","World Development Indicators database, World Bank","","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","518","Eastern Asia (excluding Japan)","2010","10.8","2010","","","","World Development Indicators database, World Bank","","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","518","Eastern Asia (excluding Japan)","2011","7.8","2011","","","","World Development Indicators database, World Bank","","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","518","Eastern Asia (excluding Japan)","2012","6.6","2012","","","","World Development Indicators database, World Bank","","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","518","Eastern Asia (excluding Japan)","2013","1.9","2013","","","","World Development Indicators database, World Bank","","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","518","Eastern Asia (excluding Japan)","2015","0.8","2015","","","","World Development Indicators database, World Bank","","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","524","Nepal","2003","46.1","2003","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","524","Nepal","2010","15","2010","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","528","Netherlands","2004","0.2","2004","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","528","Netherlands","2005","0","2005","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","528","Netherlands","2006","0","2006","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","528","Netherlands","2007","0","2007","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","528","Netherlands","2008","0","2008","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","528","Netherlands","2009","0.2","2009","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","528","Netherlands","2010","0","2010","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","528","Netherlands","2011","0","2011","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","528","Netherlands","2012","0","2012","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","528","Netherlands","2013","0","2013","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","528","Netherlands","2014","0","2014","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","528","Netherlands","2015","0","2015","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","543","Oceania (exc. Australia and New Zealand)","2008","37.1","2008","","","","World Development Indicators database, World Bank","","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","543","Oceania (exc. Australia and New Zealand)","2010","31.6","2010","","","","World Development Indicators database, World Bank","","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","543","Oceania (exc. Australia and New Zealand)","2011","31.4","2011","","","","World Development Indicators database, World Bank","","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","543","Oceania (exc. Australia and New Zealand)","2012","30.7","2012","","","","World Development Indicators database, World Bank","","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","548","Vanuatu","2010","13.1","2010","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","558","Nicaragua","2001","16.5","2001","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","558","Nicaragua","2005","8.3","2005","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","558","Nicaragua","2009","7.3","2009","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","558","Nicaragua","2014","3.2","2014","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","562","Niger","2005","74.9","2005","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","562","Niger","2007","72","2007","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","562","Niger","2011","50.3","2011","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","562","Niger","2014","44.5","2014","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","566","Nigeria","2003","53.5","2003","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","566","Nigeria","2009","53.5","2009","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","578","Norway","2003","0.2","2003","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","578","Norway","2004","0.2","2004","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","578","Norway","2005","0.2","2005","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","578","Norway","2006","0.2","2006","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","578","Norway","2007","0.2","2007","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","578","Norway","2008","0.2","2008","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","578","Norway","2009","0","2009","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","578","Norway","2010","0","2010","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","578","Norway","2011","0","2011","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","578","Norway","2012","0","2012","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","578","Norway","2013","0","2013","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","578","Norway","2014","0","2014","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","578","Norway","2015","0.2","2015","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","583","Micronesia (Federated States of)","2005","8.1","2005","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","583","Micronesia (Federated States of)","2013","15.4","2013","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","586","Pakistan","2001","28.6","2001","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","586","Pakistan","2004","18","2004","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","586","Pakistan","2005","16.5","2005","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","586","Pakistan","2007","13.2","2007","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","586","Pakistan","2010","8.3","2010","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","586","Pakistan","2011","7.9","2011","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","586","Pakistan","2013","6.1","2013","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","586","Pakistan","2015","3.9","2015","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","591","Panama","2000","12.4","2000","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","591","Panama","2001","15.5","2001","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","591","Panama","2002","11.2","2002","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","591","Panama","2003","11.2","2003","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
