reading_score,math_score,knowledge_score,p2income,incomecat
43.81,32.04,29.955,36000,1
33.92,23.19,15.529,35000,1
29.34,23.75,23.11,30000,1
33.19,22.04,19.699,35000,1
48.91,30.59,37.228,36000,1
35.99,32.28,33.351,100000,3
33.46,28.73,30.48,70000,3
25.51,21,30.845,150000,3
33.74,26.27,33.213,23000,1
36.26,27.37,20.771,100000,3
38.59,29.28,36.356,90000,3
40.01,28.59,27.85,60000,2
37.89,27.49,19.388,70000,3
27.91,17.76,18.139,100000,3
35.7,30.87,33.309,150000,3
25.38,17.55,19.553,30000,1
49.34,37.96,31.435,120000,3
30.85,21.42,23.159,50000,2
44.34,45.55,18.357,58000,2
43.77,40.8,35.284,150000,3
39.64,24.55,23.125,60000,2
45.53,44.46,39.687,150000,3
37.32,26.52,26.798,27000,1
49.42,47.34,23.878,9000,1
51.97,42.69,23.028,13000,1
35.81,26.52,23.453,43600,2
25.42,16.27,9.004,900,1
36.91,18.82,22.767,42000,2
28.96,14.4,17.716,9600,1
45.79,42.27,31.548,20000,1
41.34,31.11,20.291,70000,3
27.21,19.45,20.274,45000,2
36.05,26.36,16.342,16200,1
47.82,34.17,26.713,60000,2
40.46,35.59,27.352,48000,2
26.46,25.79,19.032,45000,2
38.78,44.06,22.344,90000,3
25.02,15.53,13.905,20000,1
45.87,29.58,27.894,32000,1
28.8,25.96,25.979,140000,3
50.27,28.03,25.653,90000,3
41.5,37.11,27.499,100000,3
24.36,19.12,16.991,40000,2
25.62,20.35,12.949,70000,3
23.46,12.84,12.061,30000,1
37.39,27.94,20.133,48000,2
41.23,32.82,16.944,50000,2
31.79,20.26,20.65,60000,2
39.32,20.5,23.118,80000,3
30.46,20.62,8.895,60000,2
41.12,37.49,25.955,50000,2
30.71,24.5,9.854,70000,3
37.18,26.73,22.122,18000,1
45.81,45.95,33.594,100000,3
34.86,26.06,27.827,20000,1
44.65,42.6,30.901,35000,1
24.94,28.23,19.237,96000,3
32.42,27.01,21.884,40000,2
25.29,20.81,17.299,29000,1
38.7,20.58,20.88,23000,1
29.49,22.91,19.777,35000,1
23.14,19.13,10.364,20000,1
40.51,28.16,20.822,68000,2
24.63,17.67,16.331,70000,3
44.38,36.96,17.862,35000,1
37.48,25.73,29.274,70000,3
103.31,34.35,30.074,50000,2
39.73,32.1,29.322,75000,3
42,30.66,19.932,66000,2
41.91,29.68,25.605,80000,3
25.22,21.68,17.522,42000,2
26.24,14.79,22.17,70000,3
26.77,36.09,23.242,30000,1
42.32,23.06,29.159,55000,2
45.56,35.53,20.814,75000,3
25.9,26.37,12.841,55000,2
32.48,21.62,10.226,35000,1
32.69,23.14,16.352,60000,2
35.6,25.37,17.823,75000,3
47.89,40.65,26.148,98000,3
41.43,25.49,25.693,50000,2
32.24,21.05,11.842,70000,3
66.69,42.42,37.046,74000,3
28.94,31.33,37.594,45000,2
40.62,38.25,27.819,45000,2
35.57,26.81,29.845,25000,1
32.64,23.09,16.506,12000,1
30.47,18.81,7.971,18000,1
34.34,24.63,19.277,13000,1
42.28,29.71,23.212,40000,2
25.17,15.73,11.005,12000,1
34.03,22.13,12.278,25000,1
37.38,19.18,15.552,24000,1
40.24,27.7,22.427,32000,1
38.18,43.11,24.003,30000,1
25.88,20.81,22.564,60000,2
22.87,19.94,16.883,30000,1
25.84,25.99,22.55,65000,2
99.55,51.64,37.841,55000,2
33.44,18.93,16.262,14000,1
37.01,34.09,24.138,80000,3
33.71,22.58,21.805,39000,1
25.1,15.33,9.946,25000,1
39,46.61,22.298,20000,1
26.57,28.06,15.842,43000,2
23.9,14.04,12.157,38000,1
33.28,20.44,14.383,14000,1
40.85,34.67,24.422,50000,2
24.21,12.98,10.864,25000,1
100.64,86.33,37.472,25000,1
37.81,26.13,14.394,53000,2
67.3,62.2,31.732,75000,3
39.86,27.27,37.626,150000,3
49.06,27.25,25.33,125000,3
33.82,20.47,21.622,125000,3
41.73,32.97,36.872,75000,3
23.5,15.4,9.64,30000,1
47.48,42.18,23.242,50000,2
39.85,34.09,31.673,150000,3
29.1,19.35,29.646,150000,3
34.46,20.39,21.738,70000,3
65.87,44.54,30.234,84000,3
37.23,18.79,24.724,150000,3
24.27,12.83,8.378,10000,1
27.08,19.77,24.011,23000,1
30.62,23.61,15.408,6000,1
30.79,17.39,14.647,22000,1
25.05,16.44,9.104,24000,1
28.78,16.38,23.274,20000,1
24.47,15.39,20.873,16000,1
35.27,21.75,20.095,40000,2
29.72,24.28,19.838,5500,1
34.22,19.09,32.269,70000,3
40.19,40.66,29.044,55000,2
49.34,30.79,22.795,100000,3
45.44,34.45,23.629,58000,2
36.16,37.08,29.806,60000,2
38.52,29.74,28.175,105000,3
27.01,32.8,36.436,75000,3
38.82,24.17,24.014,40000,2
40.71,34.76,32.432,50000,2
102.42,62.7,36.099,50000,2
52.83,47.78,30.888,70000,3
63.32,52.28,40.884,100000,3
51.44,49.51,37.557,100000,3
67.01,46.85,40.49,100000,3
38.56,32.62,31.444,90000,3
39,35.69,27.247,50000,2
52.25,57.03,37.343,80000,3
33.27,30.05,15.271,150000,3
36.64,29.76,32.831,150000,3
37.27,24.34,20.743,150000,3
25.08,20.97,11.494,22000,1
33.39,21.44,20.345,30000,1
27.77,17.71,25.519,10000,1
35.44,24.26,24.133,36000,1
26.04,17.71,15.768,30000,1
30.57,18.79,10.875,23000,1
32.39,17.83,17.359,11000,1
33.14,25.73,11.825,49000,2
36.97,30.69,24.57,30000,1
52.73,27.41,19.132,14000,1
31.51,23.73,9.755,38000,1
34.42,23.49,13.773,20000,1
45.98,50.76,39.461,75000,3
47.01,45.19,32.923,150000,3
33.87,26.71,31.635,40000,2
24.3,13.7,12.803,37000,1
34.5,34.62,34.991,10000,1
25.75,21.57,20.914,22840,1
28.86,23.29,23.018,150000,3
30.64,26.69,28.723,42000,2
42.61,26.64,20.093,36000,1
37.5,32.94,24.802,100000,3
35.38,26.7,18.924,50000,2
36.72,33.12,36.178,33000,1
36.99,30.27,17.486,45000,2
38.95,29.94,19.827,10000,1
27.9,20.57,20.597,60000,2
32.27,24.28,25.6,12000,1
32.98,18.94,15.74,15000,1
24.22,19.76,11.304,3500,1
28.52,25.11,20.589,13000,1
33.33,21.66,8.946,50000,2
27.13,21.62,27.789,28000,1
27.98,25.63,16.876,11000,1
32.8,22.17,11.012,24000,1
32.9,27.55,20.913,37000,1
52.26,27.73,21.311,23000,1
44.45,25.08,22.826,22600,1
36.13,21.52,9.839,25000,1
31.24,20.06,22.03,5000,1
36.97,27.04,18.768,24000,1
30.93,22.09,24.173,55000,2
36.92,25.98,30.867,45000,2
27.04,15.84,23.272,15000,1
37.78,39.43,31.613,25000,1
27.52,19.49,19.694,80000,3
41.25,30.36,28.122,96000,3
33.41,18.85,12.193,12000,1
36.65,33.05,17.604,25000,1
23.39,18.3,21.163,45000,2
27.36,26.67,23.224,40000,2
25.81,18.49,21.637,80000,3
36.17,33.07,31.04,20000,1
25.81,16.49,25.764,85000,3
35.37,24.13,16.603,59000,2
30.29,25.17,13.765,55000,2
39.62,23.17,27.155,30000,1
42.06,38.3,21.718,70000,3
33.2,25.65,16.829,80000,3
49.91,35.71,24.054,68000,2
48.52,34.94,23.383,40000,2
39.08,22.26,27.021,32000,1
38.98,24.73,19.371,22000,1
40.77,51.38,23.726,16000,1
34.57,26.21,24.488,10000,1
36.65,25.05,15.116,24000,1
71.02,41.73,33.084,28000,1
34.53,24.18,26.461,70000,3
38.48,33.71,19.487,28000,1
26.88,19.3,28.089,25000,1
28.09,20.36,23.853,150000,3
27.44,18.69,16.21,65000,2
38.4,26.44,26.559,150000,3
122.72,45.12,41.4,55000,2
52.34,47.19,28.387,60000,2
94.96,50,31.499,73000,3
48.99,30.25,28.631,60000,2
33.65,27.87,18.995,32000,1
52.08,42.12,38.933,150000,3
26.66,21.83,13.467,69000,2
37.22,34.99,24.993,50000,2
37.79,21,14.057,53000,2
24.7,18.02,16.162,27000,1
36.84,25.78,19.811,80000,3
47.55,37.86,14.196,100000,3
87.88,35.61,22.093,40000,2
37.28,25.9,18.754,45000,2
26.25,13.98,12.025,18000,1
32.32,37.98,17.84,21000,1
32.26,23.44,15.845,10000,1
23.59,12.09,9.697,12000,1
33.89,24.49,25.845,60000,2
32.88,24.65,23.731,55000,2
40.98,28.83,24.975,25000,1
120.33,58.85,40.18,150000,3
38.68,34.05,29.81,80000,3
36.53,25.51,23.47,36000,1
25.68,21.35,14.685,30000,1
26.79,21,15.269,50000,2
43.97,31.47,28.717,40000,2
23.99,16.05,18.06,40000,2
39.32,27.62,21.3,45000,2
23.9,18.93,11.141,6000,1
23.56,16.43,10.709,6000,1
26.79,17.01,13.729,27000,1
26.99,21.28,10.264,14000,1
26.44,15.89,11.536,55000,2
30.75,19.96,15.29,22000,1
45.02,30.78,24.005,130000,3
32.2,29,25.344,45000,2
31.7,24.39,11.63,18000,1
28.88,12.33,12.625,26000,1
48.87,24.89,11.771,20000,1
39.1,30.11,15.033,35000,1
25.4,27.08,11.125,26100,1
34.23,23.75,14.698,80000,3
29.01,19.06,16.573,56000,2
31.61,25.77,24.573,100000,3
45.68,29.39,28.981,100000,3
38.24,35.16,23.911,80000,3
24.94,27.68,18.635,150000,3
35.13,21.44,23.072,70000,3
34.57,30.92,28.269,80000,3
42.03,28.43,22.036,100000,3
35.67,22.93,17.446,45000,2
26.93,17.77,15.59,30000,1
47.76,26.61,14.815,85000,3
49.04,46.65,26.981,80000,3
29.21,20.93,16.567,51000,2
30.92,30.55,19.801,12000,1
30.67,22.74,25.084,35000,1
35.22,34.95,25.15,45000,2
36.66,25.7,16.358,24000,1
25.64,22.9,18.831,5000,1
37.7,25.06,26.394,150000,3
87.26,45.24,27.888,150000,3
46.26,26.04,28.059,150000,3
36.06,29.13,24.034,130000,3
44.71,26.43,27.935,75000,3
48.72,29.24,20.359,100000,3
33.71,23.97,16.633,60000,2
38.18,35.23,31.445,75000,3
42.08,29.05,26.078,150000,3
45.65,37.06,28.776,150000,3
26.55,16.89,22.083,150000,3
37.31,26.83,32.772,150000,3
39.28,30.29,30.588,10000,1
25.48,19.67,17.401,10000,1
36.38,24.01,30.189,150000,3
90.96,57.77,35.905,106000,3
32.81,21.13,18.327,50000,2
33.86,20.62,25.924,100000,3
77.05,34.33,28.289,150000,3
56.12,41.24,18.011,100000,3
55.09,46.14,27.289,35000,1
47.51,36.35,16.79,55000,2
51.02,36.09,37.806,90000,3
35.83,34.14,27.215,34000,1
67.66,35.99,35.832,120000,3
45.68,32.03,20.823,25000,1
36.62,47.03,23.075,70000,3
25.42,16.8,16.297,60000,2
51.81,44.4,37.197,90000,3
52.05,55.91,38.59,150000,3
46.29,29.92,27.27,12000,1
29.26,19.83,15.714,20000,1
33.5,19.59,19.013,44000,2
44.34,34.69,23.449,105000,3
43.39,31.21,34.703,150000,3
42.3,26,20.147,50000,2
38.1,26.6,21.701,100000,3
31.67,30.42,23.339,95000,3
38.72,36.72,21.536,19000,1
47.49,46.52,35.048,150000,3
29.22,22.22,28.749,30000,1
32.78,20.5,26.489,150000,3
35.67,35.14,31.484,6500,1
34.27,24,30.392,100000,3
35.07,27.84,23.87,95000,3
30.42,33.24,34.035,80000,3
48.83,29.5,27.478,90000,3
41.96,35.24,29.54,5,1
26.52,28.6,36.382,70000,3
37.18,37.92,31.779,1,1
51.99,32.66,23.462,25000,1
38.56,27.72,23.344,100000,3
44.46,30.37,26.07,85000,3
35.33,29.77,23.742,24000,1
33.57,26.48,30.766,9,1
28.02,13.07,10.634,43000,2
35.02,29.03,20.816,60000,2
28.57,17.85,17.975,23000,1
27.97,21.21,12.769,90000,3
34.57,24.73,22.199,60000,2
28.65,19.25,31.117,12000,1
25.66,13.8,16.291,60000,2
37,26.6,29.65,50000,2
32.33,30.82,23.19,37000,1
28.04,17.6,22.035,15000,1
30.02,26.39,16.413,65000,2
32.96,24.38,26.432,44000,2
33.46,18.72,14.673,28000,1
38.87,27.59,26.325,37000,1
22.37,13.33,10.441,12500,1
25.73,11.88,14.587,10000,1
39.63,24.22,18.658,25000,1
39.3,21.57,20.471,29000,1
30.6,21.04,27.671,90000,3
33.27,26.86,22.264,20000,1
26.02,17.95,17.9,53000,2
34.46,22.42,18.959,110000,3
38.59,19.49,12.6,70000,3
45.92,37.54,27.048,22000,1
56.05,40.49,36.151,45000,2
37.96,43.14,31.486,100000,3
27.9,30.44,22.441,40000,2
51.37,36.26,30.061,150000,3
25.05,19.8,11.937,21000,1
22.72,16.22,17.295,8400,1
23.35,21.5,17.89,15000,1
25.06,14.16,17.782,18000,1
33.75,19.4,16.516,2400,1
25.55,15.36,14.213,8144,1
37.7,26.95,25.239,18000,1
25.06,17.83,14.846,6000,1
26.61,22.35,20.09,6000,1
41.79,34.37,31.537,27000,1
26.08,17.75,16.764,28000,1
31.36,25.62,14.368,3144,1
30.93,26.31,11.171,42000,2
32.98,19.75,24.928,25000,1
33.28,23.31,12.592,4596,1
27.01,16.86,12.911,47000,2
38.71,26.6,24.308,45000,2
35.06,21.56,20.395,20000,1
27.35,18.37,20.4,5000,1
22.26,19.09,15.032,14000,1
40.83,28.79,36.098,59000,2
37.66,28.2,29.451,57000,2
27.57,18.63,23.613,150000,3
38.9,28.63,28.481,65000,2
42.38,28.44,23.913,120000,3
34.33,31.87,26.286,94000,3
37.57,25.25,22.351,11000,1
33.3,41.24,22.462,60000,2
32.68,17.19,16.166,75000,3
57.86,38.28,32.104,75000,3
42.84,45.36,37.92,32000,1
38.1,32.17,25.397,60000,2
29.15,24.03,12.076,145000,3
36.41,22.13,22.904,60000,2
28.69,20.77,24.173,70000,3
41.69,26.01,23.748,60000,2
43.98,31.5,37.075,50000,2
34.37,18.64,21.41,80000,3
32.75,23.46,19.298,110000,3
42.1,37.97,27.199,55000,2
38.59,31.1,28.546,48000,2
31.93,25.04,18.049,72000,3
33.52,26.19,31.54,65000,2
25.77,18.76,15.507,11000,1
31.11,33.56,22.243,21000,1
33.15,24.7,22.829,22000,1
26.09,11.83,15.25,28000,1
30.29,25.74,30.83,37000,1
30.29,26.03,20.468,25000,1
42.51,30.93,20.187,120000,3
31.93,29.35,19.057,37500,1
29.35,29.65,19.284,58000,2
30.28,26.08,16.271,35000,1
28.99,23.28,22.942,10000,1
31.2,29.72,19.818,11000,1
25.7,27.36,21.766,120000,3
40.8,33.7,24.361,5500,1
37.31,28.04,18.663,28000,1
23.05,24.56,11.706,32000,1
24.93,20.56,22.594,45000,2
39.26,26.95,27.454,35000,1
29.05,21.01,20.14,57000,2
25.83,15.96,14.273,8000,1
27.46,22.8,34.624,40000,2
30.68,20.43,10.75,21000,1
32.53,19.38,23.641,45000,2
34.06,31.06,18.412,10000,1
32.1,26.2,21.968,5000,1
37.15,28.62,29.201,30000,1
35.35,28.37,22.304,13200,1
28.87,18.87,18.299,11000,1
35.94,27.13,30.231,42000,2
26.27,21.23,25.743,12000,1
32.48,22.07,22.152,51000,2
36.72,33.45,40.374,67000,2
32.31,21.6,12.376,5000,1
36.38,37.91,31.932,30000,1
34.67,27.79,31.969,10000,1
25.86,17.93,23.865,10000,1
39.23,32.93,25.22,50000,2
32.77,34.46,20.588,25000,1
45.43,46.81,32.545,80000,3
31.66,26.74,20.107,21072,1
29.44,20.4,19.47,85000,3
38.51,26.35,26.211,55000,2
30.77,17.2,16.461,30000,1
32.26,21.84,14.258,25000,1
27.05,21.16,30.984,35000,1
33.36,28.01,32.225,75000,3
49.03,43.84,21.663,125000,3
66.94,33.19,37.394,150000,3
50.97,35.6,33.77,50000,2
34.12,25.14,23.645,31000,1
30.57,17.92,20.407,75000,3
37.97,24.37,31.769,70000,3
27.94,18.68,18.746,18000,1
30.01,22.25,11.394,26000,1
31.21,32.3,23.716,20000,1
29.09,20.41,16.874,25000,1
30.56,18.06,12.998,24000,1
30.18,25.38,21.148,23000,1
32.55,25.39,17.898,40000,2
26.39,16.05,10.325,30000,1
31.44,23.82,27.511,18000,1
32.17,22.89,31.91,13000,1
32.09,18.52,12.564,10000,1
26.51,21.12,30.359,40000,2
33.63,25.13,21.143,80000,3
33.49,21.17,26.2,70000,3
33.97,30.94,17.628,24000,1
33.69,25.24,33.077,60000,2
30.7,26.76,35.812,38000,1
34.96,24.53,23.883,25000,1
28.89,18.1,17.955,35000,1
32.58,25.28,16.618,65000,2
24.68,18.88,22.702,18500,1
29.77,31.1,16.352,17000,1
38.05,34.2,22.129,35000,1
37.38,23.46,19.548,19000,1
44.41,44.19,39.716,34000,1
35.53,26.9,26.321,60000,2
50.13,38.12,39.264,92000,3
42.6,28.24,28.659,52000,2
26.42,16.64,20.328,6000,1
33.03,24.11,15.825,30000,1
25.06,18.9,19.798,10000,1
30.45,31.07,31.977,30000,1
25.34,12.76,17.679,22000,1
27.22,18.51,16.287,30000,1
23.55,14.46,17.691,24000,1
28.13,21.34,15.789,44000,2
34.55,23.68,31.905,55000,2
34.01,38.45,31.462,80000,3
29.87,25.96,16.285,30000,1
28.52,18.59,16.6,5000,1
39.58,25.9,25.064,50000,2
33.39,20.73,23.357,58000,2
29.92,27.59,35.029,17000,1
27.57,22.59,17.172,20000,1
40.44,30.94,30.073,80000,3
40.09,32.16,19.887,45000,2
26.31,22.8,22.43,10000,1
26.33,17.1,14.756,8748,1
27.63,30.42,32.806,55000,2
111.35,40.27,31.501,21000,1
26.69,23.48,28.001,95000,3
26.42,18.19,16.211,95000,3
26.91,22.2,16.635,27000,1
39.44,25.14,25.616,27000,1
27.17,20.72,18.729,7000,1
25.26,13.92,11.803,15000,1
33.06,28.26,26.239,24000,1
28.12,23.3,23.375,20400,1
42.19,28.98,27.217,45000,2
32.32,24.59,18.344,65000,2
27.02,23.74,28.756,50000,2
34.54,18.18,31.172,60000,2
32.96,23.35,34.597,28900,1
38.72,30.91,30.843,50000,2
35.44,29.22,30.785,35000,1
48.61,32.66,20.775,5300,1
31.08,24.38,13.155,28200,1
41.32,40.27,31.608,90000,3
33.61,24.47,24.836,18000,1
30.47,29.88,19.295,25000,1
27.36,17.42,21.206,98000,3
30.84,26.81,35.416,42000,2
41.01,28.88,30.807,40000,2
27.67,24.93,26.413,60000,2
28.3,22.08,25.062,45000,2
33.49,25.45,21.231,14000,1
24.65,12.98,14.302,14000,1
38.71,28.85,25.985,100000,3
25.44,19.65,10.506,25000,1
35.41,31.22,22.877,40000,2
28.29,13.14,29.378,12000,1
26.75,20.4,13.975,32000,1
32.87,22.25,23.022,15000,1
46.89,28.83,28.126,21840,1
29.04,18.42,22.108,30000,1
24.89,18.46,10.951,4000,1
27.83,19.03,20.728,50000,2
41.57,25.74,26.079,60000,2
26.64,17.73,11.374,35000,1
33.39,18.99,18.356,6000,1
48.09,40.53,30.56,46000,2
35.04,27.61,28.788,52000,2
21.57,12.71,13.671,35000,1
35.56,20.55,27.17,56000,2
37.27,35.3,38.937,75000,3
29.71,20.37,23.277,22000,1
37.96,27.19,30.787,55000,2
30.8,20.48,19.247,40000,2
39.34,24,23.93,120000,3
39.29,22.8,21.731,39000,1
28.8,21.05,19.434,70000,3
39.43,24.99,20.39,17000,1
33.33,14.58,10.35,18000,1
27.93,24.72,25.265,18000,1
23.07,12.71,12.53,6200,1
29.45,17.24,18.235,13200,1
36.54,24.14,21.827,11000,1
32.69,22.89,14.159,6000,1
25.66,14.91,13.806,25000,1
37.78,25.62,33.201,20000,1
38.27,27.01,17.419,3000,1
25.31,19.95,16.28,12600,1
37.62,25.12,20.283,32000,1
37.19,22.43,26.468,44000,2
49.69,30.98,26.162,33000,1
24.8,16.61,15.061,45000,2
46.21,30.82,27.761,80000,3
28.21,15.82,8.268,42000,2
40.53,36.9,15.859,33000,1
25.63,15.69,12.149,24000,1
35.62,19.95,18.481,18000,1
35.31,25.31,21.483,20000,1
26.54,14.99,17.934,20000,1
35.15,29.81,17.344,11000,1
40.41,33.68,25.285,19000,1
46.58,30.54,18.442,32000,1
36.24,33.72,28.517,18000,1
38,18.95,22.295,10000,1
28.46,27.16,14.924,2600,1
31.86,16.84,20.982,20000,1
29.76,20.25,22.058,26000,1
33.94,18.48,20.344,25000,1
31.71,18.36,15.77,13000,1
43.7,40.47,20.994,15000,1
32.62,22.54,21.195,50000,2
37.15,31.03,23.099,24000,1
34.28,25.38,26.527,3800,1
31.72,22.24,22.021,65000,2
38.2,34.52,22.317,17000,1
24.89,14.75,11.425,8500,1
27.84,24.71,15.269,48000,2
28.55,27.68,22.163,3000,1
32.67,20.64,27.667,50000,2
34.96,23.84,28.908,50000,2
30.14,20.65,16.273,30000,1
29.78,23.1,17.127,12000,1
32.46,21.63,13.31,12000,1
36.92,22.94,18.948,30000,1
27.14,18.55,11.778,10000,1
36.87,17.58,16.2,24000,1
37.94,23.27,13.512,6000,1
24.98,16.06,14.953,3000,1
22.61,12.22,10.317,25000,1
32.8,22.1,14.713,23000,1
33.85,22.91,11.053,28000,1
27.11,15.56,8.644,4000,1
24.73,15.5,8.729,2000,1
33.28,23.56,29.376,5000,1
26.21,18.13,21.796,40000,2
30.58,21.78,9.801,3500,1
41.55,21.99,14.358,23000,1
34.36,19.48,11.948,15000,1
26.7,16.92,10.209,10400,1
33.66,24.51,11.571,36000,1
25.75,23.32,13.698,15000,1
24.97,19.31,20.738,30000,1
27.91,22.28,17.267,10000,1
30.95,20.87,8.999,33000,1
31.99,23.49,13.586,1900,1
28.93,19.16,12.203,11000,1
26.64,16.05,12.624,18000,1
29.47,20,9.946,8000,1
31.2,20.71,11.218,24000,1
30.75,18.17,10.222,8000,1
22.66,17.01,17.082,45000,2
30.92,21.94,21.046,13400,1
31.04,16.46,10.796,8000,1
30.99,17.22,16.25,37000,1
37.85,26.54,13.199,25000,1
28.34,15.08,19.087,6000,1
23.97,17.4,9.201,17000,1
25.41,25.18,15.322,8000,1
28.54,19,10.742,3000,1
31.02,17.14,14.113,8000,1
32.69,26.9,18.007,9500,1
30.43,21.94,12.084,11000,1
23.9,12.04,7.675,9600,1
22.24,14.67,8.981,26000,1
34.83,20.55,15.909,17000,1
27.32,16.8,15.748,15000,1
77.69,50.01,36.411,11000,1
27.65,17.56,16.373,33000,1
28.26,18.11,17.43,40000,2
23.26,14.08,10.352,6000,1
33.34,25.33,12.784,2500,1
39.22,27.43,22.468,6240,1
33.77,25.62,19.848,30000,1
30,17.85,13.256,10000,1
34.91,23.2,24.162,35000,1
29.18,23.26,13.832,150000,3
32.11,20.34,32.325,33000,1
32.18,26.45,11.112,1000,1
39.96,24.24,31.59,26000,1
33.52,28.14,22.488,45000,2
40.84,31.59,24.068,54000,2
36.78,31.03,25.677,16000,1
28.97,17.27,10.902,21000,1
37.2,23.87,23.416,26000,1
30.84,17.08,8.936,15000,1
30.48,20.64,20.47,18000,1
30.61,22.02,9.364,40000,2
31.2,19.48,16.265,11000,1
27.96,16.77,13.794,15000,1
25.52,14.34,9.526,25000,1
33.23,24.27,28.695,20000,1
32.39,25.39,17.449,25000,1
31.13,24.23,18.28,3000,1
32.56,23.51,12.909,12000,1
33.7,26.04,15.314,7800,1
30.2,18.21,11.922,11000,1
27.31,16.09,11.331,6000,1
31.55,18.99,17.177,62000,2
29.28,21.35,8.848,7200,1
31.08,20.12,20.833,55000,2
30.99,18.17,11.521,11000,1
29.92,15.28,7.083,18000,1
30.3,22.47,12.846,1000,1
28.34,16.89,8.004,22000,1
22.72,17.11,10.522,600,1
29.52,20.65,16.838,6000,1
31.98,18.9,15.054,8000,1
36.98,17.45,12.453,12000,1
37.62,23.76,13.224,1200,1
28.87,21.33,8.627,12000,1
33.32,17.04,13.507,38000,1
21.51,10.51,8.899,12000,1
40.24,25.44,11.155,65000,2
40.25,27.61,29.003,50000,2
37.4,25.57,21.265,60000,2
52.55,26.22,23.634,32000,1
37.27,21.62,20.342,150000,3
57.93,43.37,36.814,150000,3
52.28,41.74,30.376,130000,3
45.23,27.84,24.315,63000,2
35.38,28.04,28.006,65000,2
48.39,29.01,35.423,70000,3
32.5,27.06,25.573,80000,3
29.82,26.55,24.379,60000,2
34.33,29.84,31.15,38000,1
28.9,21.64,25.908,99000,3
51.33,45.95,39.333,58000,2
27.28,20.61,27.594,66000,2
35.51,29.89,22.738,37000,1
24.25,16.85,17.055,90000,3
41.43,32.66,34.865,75000,3
49.33,42.27,32.857,85000,3
47.74,34.38,40.446,58000,2
27.04,18.72,24.909,70000,3
28.77,20.73,10.381,22000,1
27.47,18.08,14.962,78000,3
40.18,32.59,28.844,30000,1
27.25,18.49,22.004,5000,1
36.14,19.79,21.205,30000,1
49.36,45.43,30.82,56000,2
26.88,14.77,19.389,65000,2
32.48,22.11,14.062,9000,1
31.24,17.38,16.677,9000,1
46.89,35.72,33.77,75000,3
30.36,17.32,11.961,27000,1
44.92,19.62,23.555,70000,3
43.34,30.87,33.152,65000,2
46.03,29.02,33.12,28000,1
24.77,16.18,12.427,90000,3
47.24,32.45,32.642,56000,2
38.6,29.92,28.086,40000,2
35.13,29.54,28.563,35000,1
27.58,20.62,17.599,80000,3
34.3,24,20.48,60000,2
44.34,24.31,20.847,60000,2
31.9,18.88,30.218,125000,3
41.15,33.34,25.865,50000,2
36.49,25.62,18.714,28000,1
42.71,42.84,26.812,45000,2
32.59,26.15,10.484,60000,2
38.09,28.01,26.766,90000,3
34.71,28.24,33.539,50000,2
34.2,24.55,22.316,90000,3
27.85,20.48,23.73,50000,2
32.59,20.77,18.583,50000,2
44.22,28.7,26.036,70000,3
40.09,17.19,37.895,70000,3
45.83,24.28,29.377,75000,3
37.82,32.83,17.917,55000,2
24.02,17.79,11.95,3600,1
31.96,27.12,15.893,35000,1
34.1,36.59,20.798,70000,3
32.28,21.14,8.641,30000,1
47.56,29.3,25.029,60000,2
34.63,27.73,29.323,30000,1
33.28,22.43,19.832,3000,1
38.67,42.17,24.425,40000,2
30.43,21.74,16.608,50000,2
46.3,29.28,32.149,35000,1
27.54,22.63,21.286,110000,3
37.35,24.05,17.987,15000,1
35.4,35.48,28.14,90000,3
27.06,23.74,33.305,80000,3
38.06,24.85,21.907,95000,3
31.83,23.1,10.136,59000,2
31.53,23.25,22.903,80000,3
28.43,18.95,18.966,60000,2
24.62,16.27,14.003,25000,1
27.16,21.53,22.935,32000,1
26,15.19,23.058,35000,1
46.11,36.73,21.929,150000,3
28.96,19.75,17.065,60000,2
37.86,23.11,19.92,60000,2
32.48,29.27,18.105,55000,2
58.34,35.28,24.49,45000,2
25.08,21.2,12.243,25000,1
34.86,33.59,25.296,45000,2
33.2,20.01,21.947,33000,1
38.13,40.46,20.685,60000,2
33.75,19.81,16.204,90000,3
31.78,16.8,15.812,80000,3
53.62,36.02,28.685,65000,2
36.04,27.04,37.459,37000,1
26.88,21.06,19.745,65000,2
30.84,19.41,15.773,45000,2
34.43,41.82,29.649,37000,1
32.99,31.69,22.763,52000,2
34.44,28.78,23.049,30000,1
36.14,24.14,27.712,70000,3
37.82,31.81,23.248,60000,2
31.92,17.22,14.208,25000,1
32.71,23.12,21.601,45000,2
25.65,15.34,14.157,15000,1
31.34,25.66,22.641,39000,1
35.29,31.02,25.921,42000,2
33.76,22.23,26.097,65000,2
29.86,19.37,18.482,45000,2
27.36,18.49,26.905,60000,2
28.28,23.37,22.784,60000,2
50.15,29.16,35.573,55000,2
27.53,20.64,18.004,70000,3
28.59,31.61,20.67,52000,2
24.52,22.4,15.373,57000,2
27.21,19.45,22.601,55000,2
35.45,31.63,18.43,80000,3
41.1,48.11,22.219,48000,2
34.39,19.84,20.233,40000,2
26.12,13.22,17.384,13000,1
39.25,44.57,40.548,36000,1
33.74,47.96,35.972,100000,3
28.8,20.96,26.578,65000,2
37.49,31.79,28.825,85000,3
24.96,19.97,30.411,30000,1
35.31,43.08,28.892,48000,2
43.52,28.15,21.472,70000,3
39.13,28.15,23.876,50000,2
